"source_code","target_system","target_code","target_display"
"67040","http://hl7.org/fhir/sid/icd-10-pcs","08B00ZZ","Excision of Right Eye, Open Approach"
"67040","http://hl7.org/fhir/sid/icd-10-pcs","08B10ZZ","Excision of Left Eye, Open Approach"
"67083","http://hl7.org/fhir/sid/icd-10-pcs","08DJ3ZZ","Extraction of Right Lens, Percutaneous Approach"
"67083","http://hl7.org/fhir/sid/icd-10-pcs","08DK3ZZ","Extraction of Left Lens, Percutaneous Approach"
"67515","http://hl7.org/fhir/sid/icd-10-pcs","3E0C3GC","Introduction of Other Therapeutic Substance into Eye, Percutaneous Approach"
"68320","http://hl7.org/fhir/sid/icd-10-pcs","08QSXZZ","Repair Right Conjunctiva, External Approach"
"68320","http://hl7.org/fhir/sid/icd-10-pcs","08QTXZZ","Repair Left Conjunctiva, External Approach"
"69210","http://hl7.org/fhir/sid/icd-10-pcs","09C44ZZ","Extirpation of Matter from Left External Auditory Canal, Percutaneous Endoscopic Approach"
"69210","http://hl7.org/fhir/sid/icd-10-pcs","09C34ZZ","Extirpation of Matter from Right External Auditory Canal, Percutaneous Endoscopic Approach"
"70391","http://hl7.org/fhir/sid/icd-10-pcs","B31RZZZ","Fluoroscopy of Intracranial Arteries"
"92921","http://hl7.org/fhir/sid/icd-10-pcs","02703ZZ","Dilation of Coronary Artery, One Artery, Percutaneous Approach"
"92921","http://hl7.org/fhir/sid/icd-10-pcs","02713ZZ","Dilation of Coronary Artery, Two Arteries, Percutaneous Approach"
"92921","http://hl7.org/fhir/sid/icd-10-pcs","02723ZZ","Dilation of Coronary Artery, Three Arteries, Percutaneous Approach"
"92921","http://hl7.org/fhir/sid/icd-10-pcs","02733ZZ","Dilation of Coronary Artery, Four or More Arteries, Percutaneous Approach"
"92928","http://hl7.org/fhir/sid/icd-10-pcs","02703ZZ","Dilation of Coronary Artery, One Artery, Percutaneous Approach"
"92928","http://hl7.org/fhir/sid/icd-10-pcs","02713ZZ","Dilation of Coronary Artery, Two Arteries, Percutaneous Approach"
"92928","http://hl7.org/fhir/sid/icd-10-pcs","02723ZZ","Dilation of Coronary Artery, Three Arteries, Percutaneous Approach"
"92928","http://hl7.org/fhir/sid/icd-10-pcs","02733ZZ","Dilation of Coronary Artery, Four or More Arteries, Percutaneous Approach"
"92960","http://hl7.org/fhir/sid/icd-10-pcs","5A2204Z","Restoration of Cardiac Rhythm, Single"
"92981","http://hl7.org/fhir/sid/icd-10-pcs","02703ZZ","Dilation of Coronary Artery, One Artery, Percutaneous Approach"
"92981","http://hl7.org/fhir/sid/icd-10-pcs","02713ZZ","Dilation of Coronary Artery, Two Arteries, Percutaneous Approach"
"92981","http://hl7.org/fhir/sid/icd-10-pcs","02723ZZ","Dilation of Coronary Artery, Three Arteries, Percutaneous Approach"
"92981","http://hl7.org/fhir/sid/icd-10-pcs","02733ZZ","Dilation of Coronary Artery, Four or More Arteries, Percutaneous Approach"
"93317","http://hl7.org/fhir/sid/icd-10-pcs","B246ZZ4","Ultrasonography of Right and Left Heart, Transesophageal"
"93451","http://hl7.org/fhir/sid/icd-10-pcs","4A023N6","Measurement of Cardiac Sampling and Pressure, Right Heart, Percutaneous Approach"
"93452","http://hl7.org/fhir/sid/icd-10-pcs","4A023N7","Measurement of Cardiac Sampling and Pressure, Left Heart, Percutaneous Approach"
"93453","http://hl7.org/fhir/sid/icd-10-pcs","4A023N8","Measurement of Cardiac Sampling and Pressure, Bilateral, Percutaneous Approach"
"93454","http://hl7.org/fhir/sid/icd-10-pcs","02H04YZ","Insertion of Other Device into Coronary Artery, One Artery, Percutaneous Endoscopic Approach"
"93454","http://hl7.org/fhir/sid/icd-10-pcs","02H14YZ","Insertion of Other Device into Coronary Artery, Two Arteries, Percutaneous Endoscopic Approach"
"93454","http://hl7.org/fhir/sid/icd-10-pcs","02H24YZ","Insertion of Other Device into Coronary Artery, Three Arteries, Percutaneous Endoscopic Approach"
"93454","http://hl7.org/fhir/sid/icd-10-pcs","02H34YZ","Insertion of Other Device into Coronary Artery, Four or More Arteries, Percutaneous Endoscopic Approach"
"93455","http://hl7.org/fhir/sid/icd-10-pcs","02H04YZ","Insertion of Other Device into Coronary Artery, One Artery, Percutaneous Endoscopic Approach"
"93455","http://hl7.org/fhir/sid/icd-10-pcs","02H14YZ","Insertion of Other Device into Coronary Artery, Two Arteries, Percutaneous Endoscopic Approach"
"93455","http://hl7.org/fhir/sid/icd-10-pcs","02H24YZ","Insertion of Other Device into Coronary Artery, Three Arteries, Percutaneous Endoscopic Approach"
"93455","http://hl7.org/fhir/sid/icd-10-pcs","02H34YZ","Insertion of Other Device into Coronary Artery, Four or More Arteries, Percutaneous Endoscopic Approach"
"93456","http://hl7.org/fhir/sid/icd-10-pcs","4A023N6","Measurement of Cardiac Sampling and Pressure, Right Heart, Percutaneous Approach"
"93458","http://hl7.org/fhir/sid/icd-10-pcs","4A023N7","Measurement of Cardiac Sampling and Pressure, Left Heart, Percutaneous Approach"
"93460","http://hl7.org/fhir/sid/icd-10-pcs","4A023N8","Measurement of Cardiac Sampling and Pressure, Bilateral, Percutaneous Approach"
"93505","http://hl7.org/fhir/sid/icd-10-pcs","02BK3ZX","Excision of Right Ventricle, Percutaneous Approach, Diagnostic"
"93510","http://hl7.org/fhir/sid/icd-10-pcs","4A023N7","Measurement of Cardiac Sampling and Pressure, Left Heart, Percutaneous Approach"
"93610","http://hl7.org/fhir/sid/icd-10-pcs","02H63JZ","Insertion of Pacemaker Lead into Right Atrium, Percutaneous Approach"
"93610","http://hl7.org/fhir/sid/icd-10-pcs","02H73JZ","Insertion of Pacemaker Lead into Left Atrium, Percutaneous Approach"
"93612","http://hl7.org/fhir/sid/icd-10-pcs","02HK3JZ","Insertion of Pacemaker Lead into Right Ventricle, Percutaneous Approach"
"93612","http://hl7.org/fhir/sid/icd-10-pcs","02HL3JZ","Insertion of Pacemaker Lead into Left Ventricle, Percutaneous Approach"
"93651","http://hl7.org/fhir/sid/icd-10-pcs","02583ZZ","Destruction of Conduction Mechanism, Percutaneous Approach"
"93652","http://hl7.org/fhir/sid/icd-10-pcs","02583ZZ","Destruction of Conduction Mechanism, Percutaneous Approach"
